????,????,??????,?????,????,????,????
,,2026-06-26,45.48515322,,,
收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,2026-06-26,16.5896424,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。
,,2026-06-26,22.79778788,,,
,,2026-06-26,31.79172526,,,
,,2026-06-26,14.70831072,,,
,,2026-06-26,5.21720514,,,
,,2026-06-26,514.84892139,,,
,,2026-01-23,46.39863344,,,
,,2026-06-26,11.67160735,,,
,,2026-06-26,6.942188,,,
,,2026-06-26,24.71807684,,,
,,2026-06-26,443.094266,,,
,,2026-06-26,655.36838575,,,
,,2026-06-26,132.16624713,,,
,,2026-06-26,12.4051618,,,
,,2026-06-26,82.81228032,,,
,,2026-06-26,56.6405624,,,
,,2026-06-26,18.35940132,,,
,,2026-06-26,30.8732658,,,
,,2026-06-26,291.5546449,,,
,,2026-06-26,17.9910108,,,
,,2026-06-26,9.9049812,,,
,,2026-06-26,23.870007,,,
,,2026-06-26,65.9262032,,,
,,2026-06-26,116.94892496,,,
,,2026-06-26,55.18905266,,,
,,2026-06-26,19.39999282,,,
,,2026-06-26,33.624213,,,
,,2026-06-26,150.56991222,,,
,,2026-06-26,380.21729504,,,
,,2026-06-26,273.48184134,,,
,,2026-06-26,418.28575286,,,
,,2026-06-26,27.35581813,,,
,,2026-06-26,51.95120895,,,
,,2026-06-26,25.6347432,,,
,,2026-06-26,14.728515,,,
,,2026-06-26,11.46072928,,,
,,2026-06-26,44.456958,,,
,,2026-06-26,52.10438904,,,
,,2026-06-26,18.37311452,,,
,,2026-06-26,23.7557892,,,
,,2026-06-26,26.6782221,,,
,,2026-06-26,21.69197247,,,
,,2026-06-26,36.87186006,,,
相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,2026-06-26,243.25432464,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。
,,2026-06-26,235.33839417,,,
,,2026-06-26,20.82076656,,,
,,2026-06-26,115.39545489,,,
,,2026-06-26,27.88005024,,,
,,2026-06-26,25.19980632,,,
,,2026-06-26,111.15111378,,,
,,2026-06-26,15.76796694,,,
,,2026-06-26,22.72652087,,,
,,2026-06-26,17.1400753,,,
,,2026-06-23,33.91710795,,,
,,2026-06-26,24.57232893,,,
,,2026-06-26,38.5681014,,,
,,2026-06-26,70.44071979,,,
,,2026-06-26,15.66261127,,,
,,2026-06-26,35.87904533,,,
,,2026-06-26,76.36751424,,,
,,2026-06-26,30.45453789,,,
,,2026-06-26,18.76798168,,,
,,2026-06-26,74.2074748,,,
,,2026-06-26,7.38893153,,,
,,2026-06-26,30.76006248,,,
,,2026-06-26,1080.201282,,,
,,2026-06-26,94.4704242,,,
,,2026-06-26,133.69324526,,,
,,2026-06-26,29.00419168,,,
,,2026-06-26,25.37969845,,,
,,2026-06-26,8.64542448,,,
,,2026-06-26,7.5144192,,,
,,2026-06-26,181.87243054,,,
,,2026-01-23,10.3550976,,,
,,2026-06-26,44.34349048,,,
收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,2026-06-26,120.64609625,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。
,,2026-06-26,18.45676391,,,
,,2026-06-26,17.8286064,,,
,,2026-06-26,28.4421621,,,
,,2026-06-26,23.99370336,,,
,,2026-06-26,18.96841512,,,
,,2026-06-26,15.43795914,,,
,,2026-06-26,415.63717149,,,
,,2026-06-26,8.5649613,,,
,,2026-06-26,14.72764275,,,
,,2026-06-26,39.60362015,,,
,,2026-06-26,7.90364272,,,
,,2026-06-26,35.68146651,,,
,,2026-06-26,36.35144639,,,
,,2026-06-26,73.46265784,,,
,,2026-06-26,2199.3017568,,,
,,2026-06-26,16.52455008,,,
,,2026-06-26,54.73608125,,,
,,2026-06-26,12.94392288,,,
,,2026-06-26,18.0891038,,,
,,2026-06-26,17.64926422,,,
,,2026-06-26,90.25749392,,,
,,2026-06-26,44.98916939,,,
,,2026-06-26,36.10015227,,,
,,2026-06-26,22.90365726,,,
,,2026-06-26,29.6411724,,,
,,2026-06-26,45.35194056,,,
,,2026-06-26,32.7594882,,,
,,2026-06-26,79.97810125,,,
,,2026-06-26,17.2759134,,,
,,2026-06-26,213.29252107,,,
,,2026-06-26,15.9404994,,,
,,2026-06-26,134.23823152,,,
,,2026-06-26,15.63731357,,,
,,2026-06-26,51.42578355,,,
,,2026-06-26,34.54121367,,,
,,2026-06-26,45.94385378,,,
,,2026-06-26,12.9912237,,,
,,2026-06-26,7.3650768,,,
,,2026-06-26,56.29293021,,,
,,2026-06-26,61.05646191,,,
,,2026-06-26,12.66114924,,,
,,2026-06-26,89.75100294,,,
,,2026-06-26,18.39812744,,,
,,2026-06-26,41.66924032,,,
,,2026-06-26,32.19197184,,,
收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,2026-06-26,4.0272381,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。
,,2026-06-26,410.6327111,,,
,,2026-06-26,80.74257044,,,
,,2026-06-26,53.32225536,,,
,,2026-06-26,116.45708641,,,
5日均线上穿20日均线，且成交量大于20日均量1.5倍。,5日均线上穿20日均线，且成交量大于20日均量1.5倍。,2026-06-26,21.66880326,5日均线上穿20日均线，且成交量大于20日均量1.5倍。,5日均线上穿20日均线，且成交量大于20日均量1.5倍。,5日均线上穿20日均线，且成交量大于20日均量1.5倍。
,,2026-06-26,152.30722424,,,
,,2026-06-26,36.6923399,,,
,,2026-06-26,15.25420928,,,
,,2026-06-26,32.63484,,,
,,2026-06-26,19.59289036,,,
相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,2026-06-26,784.306374,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。
,,2026-06-26,45.93579048,,,
,,2026-06-26,9.647787,,,
,,2026-06-26,93.71307325,,,
,,2026-06-26,6715.7193474,,,
,,2026-06-26,73.76770515,,,
,,2026-06-26,40.3037824,,,
,,2026-06-26,5.34032285,,,
,,2026-06-26,340.17702471,,,
,,2026-06-26,37.86819232,,,
,,2026-06-26,437.9372444,,,
,,2026-06-26,12.98339901,,,
,,2026-06-26,14.10735522,,,
相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,2026-06-26,59.5344501,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。
,,2026-06-26,11.79012021,,,
,,2026-06-26,25.5532672,,,
相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,2026-06-26,107.53361645,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。
,,2026-06-26,41.49629718,,,
,,2026-06-26,21.67356048,,,
,,2026-06-26,30.91337835,,,
,,2026-06-26,27.43752366,,,
,,2026-06-26,45.30116688,,,
,,2026-01-23,108.9299142,,,
,,2026-06-26,166.9216626,,,
,,2026-06-26,40.04381295,,,
,,2026-06-26,146.78784,,,
,,2026-06-26,55.00507517,,,
,,2026-06-26,126.77844496,,,
,,2026-01-23,173.34699591,,,
,,2026-06-26,32.0682734,,,
,,2026-06-26,36.29991915,,,
,,2026-06-26,24.22179312,,,
,,2026-06-26,30.40600176,,,
,,2026-06-26,6.68503668,,,
,,2026-06-26,190.82858904,,,
,,2026-06-26,5.18861068,,,
,,2026-06-26,9.83301318,,,
相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,2026-06-26,130.26851516,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。
,,2026-06-26,28.15897802,,,
,,2026-06-26,10.8606074,,,
,,2026-06-26,58.37133505,,,
,,2026-06-26,14.52685948,,,
,,2026-06-26,18.67143806,,,
,,2026-06-26,34.13907315,,,
,,2026-06-26,86.16196784,,,
,,2026-06-26,25.12338534,,,
,,2026-06-26,24.1995098,,,
,,2026-06-26,14.2689918,,,
收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,2026-01-23,10.55926025,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。
,,2026-06-26,15.77552008,,,
,,2026-06-26,46.94900553,,,
,,2026-06-26,20.87714784,,,
,,2026-06-26,17.9504982,,,
,,2026-06-26,33.23817515,,,
,,2026-06-26,22.02295049,,,
收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,2026-06-26,30.04041341,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。
,,2026-06-26,46.98293139,,,
,,2026-06-26,11.39739963,,,
,,2026-06-26,19.37913358,,,
,,2026-06-26,66.6873792,,,
,,2026-06-26,41.50548063,,,
,,2026-06-26,104.98805034,,,
,,2026-06-26,15.01771338,,,
,,2026-06-26,10.002332,,,
,,2026-06-26,35.8821234,,,
,,2026-06-26,24.13969954,,,
,,2026-06-26,175.56189924,,,
,,2026-06-26,41.45070672,,,
,,2026-06-26,11.6207505,,,
,,2026-06-26,31.807216,,,
,,2026-06-26,36.93447958,,,
,,2026-06-26,9.2342414,,,
,,2026-06-26,19.57594795,,,
,,2026-06-26,8.21455529,,,
,,2026-06-26,88.5159795,,,
,,2026-06-26,36.07801232,,,
,,2026-06-26,3.82935452,,,
,,2026-06-26,110.17201944,,,
上升趋势中出现跌停反包或情绪修复信号。,上升趋势中出现跌停反包或情绪修复信号。,2026-06-26,78.2986333,上升趋势中出现跌停反包或情绪修复信号。,上升趋势中出现跌停反包或情绪修复信号。,上升趋势中出现跌停反包或情绪修复信号。
,,2026-06-26,31.63372148,,,
,,2026-06-26,138.15670451,,,
,,2026-06-26,144.04612995,,,
,,2026-06-26,93.218496,,,
,,2026-06-26,43.41365736,,,
,,2026-06-26,12.39015724,,,
,,2026-06-26,17.89851828,,,
,,2026-06-26,57.73710512,,,
,,2026-06-26,10.8625192,,,
,,2026-06-26,173.842364,,,
,,2026-06-26,12.6832485,,,
,,2026-06-26,22.16666975,,,
,,2026-06-26,32.87370879,,,
,,2026-06-26,23.42327477,,,
,,2026-06-26,180.01511122,,,
,,2026-06-26,24.29495458,,,
,,2026-06-26,29.54457174,,,
,,2026-06-26,26.88786342,,,
,,2026-06-26,11.5646586,,,
,,2026-06-26,11.678107,,,
,,2026-06-26,74.8089666,,,
,,2026-06-26,12.09429,,,
,,2026-06-26,122.64427416,,,
,,2026-06-26,7.56277236,,,
,,2026-06-26,25.95916134,,,
,,2026-06-26,127.63950672,,,
,,2026-06-26,7.60695925,,,
,,2026-06-26,69.66993312,,,
相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,2026-06-26,867.3654048,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。
,,2026-06-26,18.27451439,,,
,,2026-06-26,8.63772429,,,
,,2026-06-26,38.1179574,,,
,,2026-06-26,13.16933463,,,
5日均线上穿20日均线，且成交量大于20日均量1.5倍。,5日均线上穿20日均线，且成交量大于20日均量1.5倍。,2026-06-26,21.59662813,5日均线上穿20日均线，且成交量大于20日均量1.5倍。,5日均线上穿20日均线，且成交量大于20日均量1.5倍。,5日均线上穿20日均线，且成交量大于20日均量1.5倍。
,,2026-06-26,64.7133358,,,
,,2026-06-26,3.26095926,,,
,,2026-06-26,14.07232848,,,
,,2026-06-26,7.914435,,,
相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,2026-06-26,65.27602676,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。
,,2026-06-26,20.94203993,,,
,,2026-06-26,11.51776218,,,
,,2026-06-26,32.2910962,,,
,,2026-06-26,87.9680441,,,
,,2026-06-26,80.09441664,,,
,,2026-06-26,164.83164096,,,
,,2026-06-26,34.8583258,,,
,,2026-06-26,33.41874,,,
,,2026-06-26,16.87559048,,,
,,2026-06-26,44.21693496,,,
,,2026-06-26,202.79243373,,,
,,2026-06-26,24.91546197,,,
,,2026-06-26,21.8241576,,,
,,2026-06-26,7.51665516,,,
,,2026-06-26,1279.12018428,,,
,,2026-06-26,27.52010009,,,
,,2026-06-26,20.45078192,,,
,,2026-06-26,9.3179856,,,
,,2026-06-26,13.84687392,,,
,,2026-06-26,12.80697687,,,
,,2026-06-26,62.996787,,,
,,2026-01-23,7.94995047,,,
,,2026-06-26,85.11870496,,,
,,2026-06-26,21.06342854,,,
,,2026-06-26,38.50755072,,,
,,2026-06-26,128.8820925,,,
,,2026-06-26,24.13723127,,,
,,2026-06-26,3.01292481,,,
,,2026-06-26,19.68468248,,,
,,2026-06-26,26.73127592,,,
,,2026-06-26,9.31233286,,,
,,2026-06-26,121.11172705,,,
,,2026-06-26,45.06055342,,,
,,2026-06-26,13.61607723,,,
,,2026-06-26,21.97501332,,,
,,2026-06-26,8.2039287,,,
,,2026-06-26,64.4434758,,,
,,2026-06-26,546.9075216,,,
,,2026-06-26,7.46923031,,,
,,2026-06-26,4.90627266,,,
,,2026-06-26,29.49350808,,,
,,2026-06-26,43.7694985,,,
,,2026-06-26,89.420058,,,
,,2026-06-26,36.14419436,,,
,,2026-06-26,16.11697486,,,
,,2026-06-26,18.60699352,,,
,,2026-06-26,22.6854766,,,
,,2026-06-26,17.0663376,,,
,,2026-06-26,5.62125735,,,
,,2026-06-26,13.43003904,,,
,,2026-06-26,5.12749238,,,
,,2026-06-26,5.71496256,,,
,,2026-06-26,25.09776048,,,
,,2026-06-26,78.313203,,,
,,2026-06-26,42.22249875,,,
,,2026-06-26,17.21319258,,,
,,2026-06-26,35.94635832,,,
,,2026-06-26,35.75769168,,,
,,2026-01-23,33.72784045,,,
,,2026-06-26,15.12287712,,,
收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,2026-06-26,27.29703872,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。
,,2026-06-26,9.57311073,,,
,,2026-06-26,2.7737517,,,
,,2026-01-23,16.5384092,,,
,,2026-06-26,15.48895476,,,
,,2026-06-26,22.94964601,,,
,,2026-06-26,5.65911104,,,
,,2026-06-26,9.41034853,,,
,,2026-06-26,256.19700571,,,
,,2026-06-26,51.39971574,,,
,,2026-06-26,24.15005958,,,
,,2026-06-26,47.02341309,,,
,,2026-06-26,122.24216634,,,
,,2026-06-26,20.1651564,,,
,,2026-06-26,24.81412416,,,
,,2026-06-26,10.7616477,,,
,,2026-06-26,79.3924929,,,
,,2026-06-26,6.89462352,,,
,,2026-06-26,10.49018233,,,
,,2026-06-26,8.29780056,,,
,,2026-06-26,37.299207,,,
,,2026-06-26,19.6799232,,,
,,2026-06-26,5.45199989,,,
,,2026-06-26,117.70955714,,,
收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,2026-06-26,220.88988567,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。
,,2026-06-26,254.7236577,,,
,,2026-06-26,8.6119467,,,
,,2026-06-26,11.85980004,,,
,,2026-06-26,52.21071194,,,
,,2026-06-26,9.24312758,,,
,,2026-06-26,136.44650186,,,
,,2026-06-26,200.13749118,,,
,,2026-01-23,9.94447935,,,
,,2026-06-26,40.74583536,,,
,,2026-06-26,193.72206078,,,
,,2026-06-26,320.88969726,,,
,,2026-06-26,12.48455214,,,
,,2026-06-26,3.10893352,,,
,,2026-06-26,19.36404184,,,
,,2026-06-26,55.28761408,,,
,,2026-06-26,18.7025854,,,
,,2026-06-26,52.00628928,,,
,,2026-06-26,1127.7604949,,,
,,2026-06-26,35.25771812,,,
,,2026-06-26,19.80097416,,,
,,2026-06-26,10.58513085,,,
,,2026-06-26,10.61757655,,,
,,2026-06-26,143.006208,,,
,,2026-06-26,69.5284425,,,
,,2026-06-26,68.10825032,,,
,,2026-06-26,17.89314064,,,
,,2026-06-26,18.27232836,,,
,,2026-06-26,32.29428761,,,
,,2026-06-26,20.34694305,,,
,,2026-06-26,45.5997102,,,
,,2026-06-26,23.68162734,,,
,,2026-06-26,14.42669943,,,
,,2026-06-26,24.24647148,,,
,,2026-06-26,62.36489725,,,
,,2026-06-26,35.71504736,,,
,,2026-06-26,87.04254357,,,
,,2026-06-26,3.60684907,,,
,,2026-06-26,39.64372198,,,
,,2026-06-26,16.55402,,,
,,2026-06-26,9.10771098,,,
,,2026-06-26,36.98449731,,,
,,2026-06-26,27.91854898,,,
,,2026-06-26,28.46226816,,,
,,2026-06-26,39.74822759,,,
,,2026-06-26,19.30236,,,
,,2026-06-26,100.78880448,,,
,,2026-06-26,44.46356792,,,
,,2026-06-26,50.65378304,,,
,,2026-06-26,2.4589012,,,
,,2026-06-26,27.20217896,,,
收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,2026-06-26,44.55640448,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。
,,2026-06-26,29.27999745,,,
,,2026-06-26,18.9224826,,,
,,2026-06-26,46.66608616,,,
,,2026-01-23,31.07670552,,,
,,2026-06-26,6.99132123,,,
,,2026-06-26,59.27,,,
,,2026-06-26,39.2607555,,,
,,2026-06-26,13.44,,,
,,2026-06-26,26.14060575,,,
,,2026-06-26,26.36513932,,,
,,2026-06-26,28.65,,,
,,2026-01-23,7.95565435,,,
,,2026-06-26,69.2765325,,,
,,2026-06-26,16.7681346,,,
,,2026-06-26,72.57592389,,,
,,2026-06-26,58.20413574,,,
,,2026-06-26,41.96040385,,,
,,2026-06-26,31.9165135,,,
,,2026-06-26,255.79660484,,,
,,2026-06-26,28.89905746,,,
,,2026-06-26,15.8086276,,,
,,2026-06-26,26.9345862,,,
,,2026-06-26,67.2,,,
,,2026-06-26,39.818923,,,
,,2026-06-26,62.517092,,,
,,2026-06-26,40.84045314,,,
,,2026-06-26,11.89212175,,,
,,2026-06-26,30.64850585,,,
,,2026-06-26,34.951248,,,
,,2026-06-26,18.47318585,,,
,,2026-06-26,38.09175826,,,
,,2026-06-26,91.26767286,,,
,,2026-06-26,19.2864966,,,
,,2026-06-26,11.613294,,,
,,2026-06-26,89.8301352,,,
,,2026-06-26,54.19273616,,,
,,2026-06-26,38.54077176,,,
收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,2026-06-26,2438.427717,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。
,,2026-06-26,48.76699776,,,
,,2026-06-26,18.86407465,,,
,,2026-06-26,7.18062504,,,
,,2026-06-26,59.64863774,,,
,,2026-06-26,70.91924224,,,
,,2026-01-23,52.01143007,,,
,,2026-06-26,10.62145791,,,
,,2026-06-26,21.19315122,,,
,,2026-06-26,6.35904733,,,
,,2026-06-26,21.49128856,,,
,,2026-06-26,19.28677707,,,
,,2026-06-26,36.10108096,,,
,,2026-06-26,66.0795525,,,
,,2026-06-26,27.3508686,,,
,,2026-06-26,6.25,,,
,,2026-05-27,167.52098556,,,
,,2026-06-26,85.26525526,,,
,,2026-06-26,20.07765004,,,
,,2026-06-26,47.4440655,,,
,,2026-06-26,22.93878455,,,
,,2026-06-26,38.13265934,,,
,,2026-06-26,9.065505,,,
,,2026-06-26,129.1357318,,,
,,2026-06-26,8.37051072,,,
,,2026-06-26,34.6445251,,,
相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,2026-06-26,173.32363161,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。
,,2026-06-26,18.95312088,,,
,,2026-06-26,37.09,,,
,,2026-06-26,11.3223441,,,
,,2026-06-26,41.14690874,,,
,,2026-06-26,23.15167551,,,
,,2026-06-26,13.71008311,,,
,,2026-06-26,31.52569266,,,
,,2026-06-26,10.6997198,,,
,,2026-06-26,25.55184303,,,
,,2026-06-26,16.07284672,,,
,,2026-06-26,34.01112775,,,
,,2026-06-26,15.937698,,,
,,2026-06-26,14.81704945,,,
,,2026-06-26,17.209044,,,
,,2026-06-26,27.54843798,,,
收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,2026-06-26,224.31225432,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。; 相对强度RPS领先，并出现价格突破。
,,2026-06-26,18.36,,,
,,2026-06-26,4.18598465,,,
,,2026-06-26,50.86,,,
,,2026-06-26,31.97250595,,,
,,2026-06-26,34.92417018,,,
,,2026-06-26,42.0,,,
,,2026-06-26,163.67045809,,,
,,2026-06-26,525.53797622,,,
,,2026-06-26,84.34399184,,,
,,2026-06-26,18.97879258,,,
,,2026-06-26,56.76939149,,,
,,2026-06-26,12.6528505,,,
,,2026-06-26,9.01747626,,,
,,2026-06-26,1052.90548356,,,
,,2026-06-26,162.38063842,,,
,,2026-06-26,77.90595099,,,
,,2026-06-26,17.34301175,,,
,,2026-06-26,81.4521402,,,
,,2026-06-26,419.58201336,,,
,,2026-06-26,1517.32840819,,,
,,2026-06-26,77.58666613,,,
,,2026-06-26,29.56417545,,,
,,2026-06-26,47.59560802,,,
,,2026-06-26,26.23993512,,,
,,2026-06-26,105.4275019,,,
,,2026-06-26,84.07342474,,,
,,2026-06-26,21.49797455,,,
,,2026-06-26,93.4924704,,,
,,2026-06-26,97.91902329,,,
,,2026-06-26,113.51765194,,,
,,2026-06-26,19.84165416,,,
,,2026-06-26,44.2864356,,,
,,2026-06-26,97.91893137,,,
,,2026-06-26,81.71154724,,,
,,2026-06-26,388.03032862,,,
,,2026-06-26,33.669582,,,
,,2026-06-26,60.5364662,,,
,,2026-06-26,2747.667824,,,
,,2026-06-26,61.95708631,,,
,,2026-06-26,110.13233288,,,
,,2026-06-26,59.88478752,,,
,,2026-06-26,329.63810302,,,
,,2026-06-26,39.56898825,,,
,,2026-06-26,43.80845656,,,
,,2026-06-26,64.73983022,,,
,,2026-06-26,37.99141375,,,
,,2026-06-26,19.7865045,,,
,,2026-06-26,87.40930458,,,
,,2026-06-26,54.85846458,,,
,,2026-06-26,18.4003974,,,
,,2026-06-26,85.43053563,,,
,,2026-06-26,20.10453744,,,
,,2026-06-26,80.88110922,,,
,,2026-06-26,37.69462878,,,
,,2026-06-26,34.00475388,,,
相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,2026-06-26,301.03263976,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。,相对强度RPS领先，并出现价格突破。
,,2026-06-26,11.97692096,,,
,,2026-06-26,187.2329459,,,
,,2026-06-26,391.00819264,,,
,,2026-06-26,492.5585615,,,
,,2026-06-26,73.04645019,,,
,,2026-06-26,53.66101262,,,
,,2026-06-26,20.00086924,,,
,,2026-06-26,24.54121782,,,
,,2026-06-26,35.54358192,,,
收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,2026-06-26,310.62557092,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。,收盘价突破前20个交易日高点，成交额过亿，且当日阳线真涨。
,,2026-06-26,75.7389542,,,
